"Blocking Key Value","Frequency"
"c,tob,lib,log,des,hom,mah,adv,art,bos,gam,cal","24"
"mor","68"
"pho,hin,sol,son","22"
"t,hok,ret,ene","66"
"the,mag,eco,isl,wel,spe","21"
"per","64"
"cin,bio","63"
"toy,cos,mac,agr,arc","60"
"mot","57"
"chi,hon,sau","56"
