"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorJaccardNgram record1Value","[0] CompanyNameComparatorJaccardNgram record2Value","[0] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[0] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[0] CompanyNameComparatorJaccardNgram similarity","[0] CompanyNameComparatorJaccardNgram postproccesedSimilarity"
"LinearCombinationMatchingRule","dataworld_932","Forbes1968","0.0",,"Steinhoff International","ServiceNow","steinhoff","servicenow","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_506","Forbes1545","0.0",,"Carlsberg","Companhia Brasileira de Distribuicao","carlsberg","companhiabrasileiradedistribuicao","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1507","Forbes1475","0.0",,"Hokkaido Electric Power","Hyosung","hokkaidoelectricpower","hyosung","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1058","Forbes1714","0.0",,"Schroders","San-In Godo Bank","schroders","saningodo","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_549","Forbes664","0.0",,"Falabella","Fortescue Metals Group","falabella","fortescuemetals","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_140","Forbes1161","0.0",,"Société Générale","SVB Financial Group","sociétégénérale","svb","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_992","Forbes1154","0.0",,"Shanghai International Port","Sun Art Retail Group","shanghaiport","sunartretail","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_654","Forbes155","0.0",,"Axis Bank","Anthem","axis","anthem","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_251","Forbes1628","0.058823529411764705",,"Halliburton","Hachijuni Bank","halliburton","hachijuni","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_766","Forbes1412","0.0",,"Mobily","Metro","mobily","metro","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_992","Forbes1159","0.0",,"Shanghai International Port","Sika","shanghaiport","sika","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1654","Forbes350","0.0",,"Shanghai Industrial","Saudi Telecom","shanghaiindustrial","sauditelecom","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_377","Forbes1764","0.0",,"Lloyds Banking Group","Logan Property Holdings","lloydsbanking","loganproperty","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1776","Forbes828","0.0",,"LS Corp","L Brands","ls","lbrands","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1130","Forbes1948","0.0",,"American Financial Group","Arab Banking","american","arabbanking","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_386","Forbes1513","0.0",,"Automatic Data","Adani Ports & Special Economic Zone","automaticdata","adaniportsspecialeconomiczone","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1241","Forbes195","0.0",,"Golden Agri-Resources","GlaxoSmithKline","goldenagriresources","glaxosmithkline","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1046","Forbes467","0.0",,"Mediolanum","Marriott International","mediolanum","marriott","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1254","Forbes1205","0.0",,"Showa Shell Sekiyu","SCANA","showashellsekiyu","scana","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1665","Forbes492","0.4",,"Hanwa","Hana Financial Group","hanwa","hana","0.4","0.4"
"LinearCombinationMatchingRule","dataworld_1728","Forbes1078","0.0",,"Bank of Iwate","Bankinter","iwate","bankinter","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_691","Forbes1591","0.15",,"Novolipetsk Steel","Novozymes","novolipetsksteel","novozymes","0.15","0.15"
"LinearCombinationMatchingRule","dataworld_1029","Forbes593","0.0",,"Westfield Retail Trust","Woori Bank","westfieldretailtrust","woori","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_979","Forbes359","0.0",,"Bankia","BP","bankia","bp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_280","Forbes620","0.0",,"Cigna","Cemex","cigna","cemex","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1640","Forbes1115","0.0",,"Linear Technology","Lend Lease Group","lineartechnology","lendlease","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1804","Forbes135","0.0",,"Cabot Oil & Gas","China Communications Construction","cabotoilgas","chinaconstruction","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_26","Forbes1684","0.0",,"Sinopec-China Petroleum","Shaw Communications","sinopecchinapetroleum","shaw","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_962","Forbes1381","0.0",,"Avnet","Alfresa Holdings","avnet","alfresa","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1529","Forbes1107","0.058823529411764705",,"Teradata","Thai Beverage","teradata","thaibeverage","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_1778","Forbes1240","0.0",,"DCC","Dexia","dcc","dexia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1539","Forbes1622","0.07692307692307693",,"Grupo Argos","Grasim Industries","grupoargos","grasim","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","dataworld_1097","Forbes876","1.0",,"JM Smucker","JM Smucker","jmsmucker","jmsmucker","1.0","1.0"
"LinearCombinationMatchingRule","dataworld_528","Forbes907","0.0",,"Korea Electric Power","Klepierre","koreaelectricpower","klepierre","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_835","Forbes104","0.0",,"Hankyu Hanshin Holdings","Hyundai Motor","hankyuhanshin","hyundai","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1625","Forbes319","0.0",,"STX Offshore","Safran","stxoffshore","safran","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1443","Forbes745","0.0",,"Kingdom Holding","Kotak Mahindra Bank","kingdom","kotakmahindra","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_87","Forbes1358","0.0",,"UnitedHealth Group","Ulta Salon Cosmetcs & Fragrance","unitedhealth","ultasaloncosmetcsfragrance","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1443","Forbes746","0.0",,"Kingdom Holding","Kyushu Electric Power","kingdom","kyushuelectricpower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1049","Forbes1728","0.0",,"Phoenix Group Holdings","Performance Food Group","phoenix","performancefood","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1529","Forbes1105","0.0",,"Teradata","TCL Corp","teradata","tcl","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1285","Forbes1347","0.0",,"Joy Global","JSW Steel","joyglobal","jswsteel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_366","Forbes1132","0.0",,"CBS","Cenovus Energy","cbs","cenovus","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_81","Forbes583","0.0",,"Bank of Nova Scotia","Bharat Petroleum","novascotia","bharatpetroleum","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1648","Forbes957","0.16666666666666666",,"Central Bank of India","CenterPoint Energy","centralindia","centerpoint","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","dataworld_1744","Forbes1587","0.0",,"Hokuriku Electric Power","Hero Motocorp","hokurikuelectricpower","heromotocorp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1118","Forbes1563","0.0",,"BM&F Bovespa","Bank Otkritie","bmfbovespa","otkritie","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_451","Forbes1223","0.0",,"Lotte Shopping","LARGAN Precision","lotteshopping","larganprecision","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_292","Forbes787","0.0",,"Central Japan Railway","Carlsberg","centraljapanrailway","carlsberg","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1447","Forbes1629","0.0",,"G4S","Guangdong Investment","g4s","guangdonginvestment","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1776","Forbes821","0.0",,"LS Corp","LabCorp","ls","labcorp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1434","Forbes1508","0.0",,"China National Chemical","Concordia Financial Group","chinanational","concordia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_90","Forbes1969","0.058823529411764705",,"Saudi Basic Industries","Samsung SDI","saudibasic","samsungsdi","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_90","Forbes1968","0.0",,"Saudi Basic Industries","ServiceNow","saudibasic","servicenow","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1735","Forbes1593","0.0",,"Shiseido","Sumitomo Metal Mining","shiseido","sumitomometalmining","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_525","Forbes289","0.0",,"PPG Industries","Peugeot","ppg","peugeot","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1344","Forbes1909","0.0",,"Caesars Entertainment","China Aviation Oil","caesarsentertainment","chinaaviationoil","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1434","Forbes1505","0.03333333333333333",,"China National Chemical","Chow Tai Fook Jewellery","chinanational","chowtaifookjewellery","0.03333333333333333","0.03333333333333333"
"LinearCombinationMatchingRule","dataworld_1405","Forbes477","0.0",,"Arca Continental","Aisin Seiki","arcacontinental","aisinseiki","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_123","Forbes125","0.05555555555555555",,"China Citic Bank","CK Hutchison","chinacitic","ckhutchison","0.05555555555555555","0.05555555555555555"
"LinearCombinationMatchingRule","dataworld_1468","Forbes766","0.0",,"Huatai Securities","Hilton","huataisecurities","hilton","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1784","Forbes1236","0.0",,"Alpha Natural Resources","Aramark","alphanaturalresources","aramark","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_884","Forbes39","0.0",,"SM Investments","Softbank","sminvestments","softbank","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_767","Forbes529","0.0",,"Cameron International","CNOOC","cameron","cnooc","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1124","Forbes1951","0.0",,"Prologis","Pearson","prologis","pearson","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_254","Forbes252","0.0",,"Denso","Danone","denso","danone","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_63","Forbes1951","0.0",,"Prudential","Pearson","prudential","pearson","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_404","Forbes676","0.0",,"Royal Bank of Scotland","Recruit Holdings","royalscotland","recruit","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1251","Forbes692","0.0",,"Autoliv","Activision Blizzard","autoliv","activisionblizzard","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1416","Forbes1746","0.0",,"Ashland","Affiliated Managers Group","ashland","affiliatedmanagers","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1720","Forbes193","0.0",,"Credito Valtellinese","Canadian Imperial Bank","creditovaltellinese","canadianimperial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1562","Forbes1507","0.0",,"Banco de Valencia","Bank Muscat","bancodevalencia","muscat","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1665","Forbes1005","0.125",,"Hanwa","Harris","hanwa","harris","0.125","0.125"
"LinearCombinationMatchingRule","dataworld_236","Forbes1887","0.0",,"FedEx","FIBI Holdings","fedex","fibi","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_242","Forbes392","0.08333333333333333",,"Marubeni","Maybank","marubeni","maybank","0.08333333333333333","0.08333333333333333"
"LinearCombinationMatchingRule","dataworld_268","Forbes150","0.13333333333333333",,"China Pacific Insurance","China Everbright Bank","chinapacificinsurance","chinaeverbright","0.13333333333333333","0.13333333333333333"
"LinearCombinationMatchingRule","dataworld_242","Forbes398","0.0",,"Marubeni","Metallurgical Corp of China","marubeni","metallurgicalchina","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1373","Forbes1699","0.0",,"Cerner","Commercial International Bank","cerner","commercial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_255","Forbes250","0.0",,"Swedbank","Schneider Electric","swedbank","schneiderelectric","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1806","Forbes133","0.03571428571428571",,"Banque Centrale Populaire","Bank of Montreal","banquecentralepopulaire","montreal","0.03571428571428571","0.03571428571428571"
"LinearCombinationMatchingRule","dataworld_268","Forbes151","0.0",,"China Pacific Insurance","Credit Agricole","chinapacificinsurance","creditagricole","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1688","Forbes1646","0.058823529411764705",,"Indian Overseas Bank","Incyte","indianoverseas","incyte","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_1404","Forbes474","0.07692307692307693",,"Shanghai Pharmaceuticals","Shin-Etsu Chemical","shanghai","shinetsu","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","dataworld_1818","Forbes1514","0.0",,"Nokian Tyres","News Corp","nokiantyres","news","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_283","Forbes268","0.0",,"State Street","Saint-Gobain","statestreet","saintgobain","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_283","Forbes265","0.0",,"State Street","Shinhan Financial Group","statestreet","shinhan","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_416","Forbes1925","0.0",,"Consolidated Edison","China Agri-Industries","consolidatededison","chinaagriindustries","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1377","Forbes1560","0.0",,"Oriental Land","Office Depot","orientalland","officedepot","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_429","Forbes1802","0.06666666666666667",,"Bank Mandiri","Bandai Namco Holdings","mandiri","bandainamco","0.06666666666666667","0.06666666666666667"
"LinearCombinationMatchingRule","dataworld_1771","Forbes1116","0.0",,"Total Access Communication","T Rowe Price","totalaccesscommunication","troweprice","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1382","Forbes1468","0.0",,"Advanced Semiconductor","Agile Property Holdings","advancedsemiconductor","agileproperty","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_109","Forbes492","0.0",,"Hon Hai Precision","Hana Financial Group","honhaiprecision","hana","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_599","Forbes832","0.0",,"Stryker","Secom","stryker","secom","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_630","Forbes399","0.0",,"PKN Orlen","Petrobras","pknorlen","petrobras","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_728","Forbes1272","0.0",,"Couche Tard","CIT Group","couchetard","cit","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_311","Forbes812","0.0",,"KBC Group","Kuehne + Nagel","kbc","kuehnenagel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_728","Forbes1270","0.03225806451612903",,"Couche Tard","China Life Insurance (Taiwan)","couchetard","chinalifeinsurancetaiwan","0.03225806451612903","0.03225806451612903"
"LinearCombinationMatchingRule","dataworld_1033","Forbes1824","0.04",,"Facebook","Far Eastern New Century","facebook","fareasternnewcentury","0.04","0.04"
"LinearCombinationMatchingRule","dataworld_96","Forbes1104","0.0",,"América Móvil","Assurant","américamóvil","assurant","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1679","Forbes1874","0.0",,"CNO Financial Group","China Resources Gas Group","cno","chinaresourcesgas","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1666","Forbes491","0.0",,"Carphone Warehouse","Credit Suisse Group","carphonewarehouse","creditsuisse","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_179","Forbes1417","0.0",,"Surgutneftegas","Samsung SDS","surgutneftegas","samsungsds","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_769","Forbes1674","0.0",,"Samsung Heavy Industries","Signet Jewelers","samsungheavy","signetjewelers","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1844","Forbes666","0.0",,"Symetra Financial","Solvay","symetra","solvay","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_188","Forbes411","0.037037037037037035",,"Christian Dior","China Yangtze Power","christiandior","chinayangtzepower","0.037037037037037035","0.037037037037037035"
"LinearCombinationMatchingRule","dataworld_988","Forbes873","0.0",,"Banca MPS","Bank of Jinzhou","bancamps","jinzhou","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_328","Forbes317","0.0",,"Chubb","CRH","chubb","crh","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_675","Forbes1925","0.0",,"Celgene","China Agri-Industries","celgene","chinaagriindustries","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_245","Forbes21","0.0",,"Apache","Allianz","apache","allianz","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_432","Forbes424","0.0",,"Shin-Etsu Chemical","Sysco","shinetsu","sysco","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_241","Forbes352","0.0",,"Shinhan Financial Group","Sinohydro Group","shinhan","sinohydro","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_791","Forbes1071","0.0",,"Oi","OTP Bank","oi","otp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_770","Forbes783","0.0",,"Credicorp","Canadian Natural Resources","credicorp","canadiannaturalresources","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_469","Forbes961","0.0",,"Bank of Beijing","BOE Technology Group","beijing","boetechnology","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1529","Forbes707","0.08333333333333333",,"Teradata","Textron","teradata","textron","0.08333333333333333","0.08333333333333333"
"LinearCombinationMatchingRule","dataworld_432","Forbes421","0.0",,"Shin-Etsu Chemical","Standard Bank Group","shinetsu","standard","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1336","Forbes1163","0.0",,"Commercial Bank of Qatar","Cerner","commercialqatar","cerner","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_608","Forbes602","0.0",,"Abertis","Asahi Kasei","abertis","asahikasei","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1810","Forbes633","0.0",,"BayWa","Bank of Ningbo","baywa","ningbo","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_6","Forbes807","0.0",,"HSBC Holdings","Hindustan Petroleum","hsbc","hindustanpetroleum","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1464","Forbes769","0.0",,"Flowserve","Ferrovial","flowserve","ferrovial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_731","Forbes1510","0.0",,"Atlantia","Axiata Group","atlantia","axiata","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_731","Forbes1513","0.0",,"Atlantia","Adani Ports & Special Economic Zone","atlantia","adaniportsspecialeconomiczone","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1153","Forbes1833","0.0",,"UPM-Kymmene","United Aircraft","upmkymmene","unitedaircraft","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_589","Forbes317","0.0",,"Cathay Financial","CRH","cathay","crh","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1277","Forbes580","0.0",,"Aurubis","American Tower","aurubis","americantower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_614","Forbes283","0.0",,"Daqin Railway","Dominion Resources","daqinrailway","dominionresources","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_222","Forbes1127","0.0",,"Altria Group","AGNC Investment","altria","agncinvestment","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_533","Forbes97","0.0",,"Astellas Pharma","American Express","astellaspharma","americanexpress","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1641","Forbes1998","0.0",,"Abu Dhabi Islamic Bank","Akamai Technologies","abudhabiislamic","akamai","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1357","Forbes653","0.0",,"Taiwan Mobile","Telkom Indonesia","taiwanmobile","telkomindonesia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1551","Forbes1736","0.0",,"Sumitomo Rubber","Severn Trent","sumitomorubber","severntrent","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_103","Forbes362","0.02857142857142857",,"China Minsheng Banking","Cheung Kong Property Holdings","chinaminshengbanking","cheungkongproperty","0.02857142857142857","0.02857142857142857"
"LinearCombinationMatchingRule","dataworld_1385","Forbes1330","0.0",,"Angang Steel","Alcoa","angangsteel","alcoa","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1579","Forbes257","0.0",,"Banca Popolare di Milano","Bank of Beijing","bancapopolaredimilano","beijing","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1661","Forbes1752","0.0",,"Nabors Industries","Nürnberger","nabors","nürnberger","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1656","Forbes1853","0.0",,"JC Penney","Japan Securities","jcpenney","japansecurities","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_416","Forbes179","0.03333333333333333",,"Consolidated Edison","Costco Wholesale","consolidatededison","costcowholesale","0.03333333333333333","0.03333333333333333"
"LinearCombinationMatchingRule","dataworld_103","Forbes360","0.041666666666666664",,"China Minsheng Banking","Chevron","chinaminshengbanking","chevron","0.041666666666666664","0.041666666666666664"
"LinearCombinationMatchingRule","dataworld_117","Forbes20","0.0",,"Reliance Industries","Royal Dutch Shell","reliance","royaldutchshell","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_503","Forbes131","0.0",,"Anglo American","Amgen","angloamerican","amgen","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_328","Forbes1706","0.0",,"Chubb","Calpine","chubb","calpine","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1230","Forbes1448","0.0",,"Consol Energy","China National Chemical","consol","chinanational","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_538","Forbes97","0.15384615384615385",,"AmerisourceBergen","American Express","amerisourcebergen","americanexpress","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","dataworld_1385","Forbes1333","0.0",,"Angang Steel","AmTrust Financial Services","angangsteel","amtrustservices","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_110","Forbes488","0.0",,"Ecopetrol","EDP-Energias de Portugal","ecopetrol","edpenergiasdeportugal","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_235","Forbes1755","0.0",,"Centrica","China National Materials","centrica","chinanationalmaterials","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_300","Forbes1464","0.058823529411764705",,"Aetna","AECOM Technology","aetna","aecomtechnology","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_934","Forbes1967","0.029411764705882353",,"Coca-Cola Enterprises","Commerce Bancshares","cocacolaenterprises","commercebancshares","0.029411764705882353","0.029411764705882353"
"LinearCombinationMatchingRule","dataworld_1684","Forbes231","0.0",,"Great Wall Technology","General Dynamics","greatwalltechnology","generaldynamics","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1023","Forbes443","0.0",,"PLDT","Pernod Ricard","pldt","pernodricard","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_833","Forbes985","0.0",,"CenterPoint Energy","CP All","centerpoint","cpall","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_865","Forbes1154","0.08695652173913043",,"Suning Appliance","Sun Art Retail Group","suningappliance","sunartretail","0.08695652173913043","0.08695652173913043"
"LinearCombinationMatchingRule","dataworld_235","Forbes1750","0.0",,"Centrica","CalAtlantic Group","centrica","calatlantic","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_430","Forbes1463","0.0",,"Rogers Communications","Realty Income","rogers","realtyincome","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1357","Forbes658","0.0",,"Taiwan Mobile","Transneft","taiwanmobile","transneft","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_696","Forbes688","0.0",,"Northern Trust","Nidec","northerntrust","nidec","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1597","Forbes1290","0.0",,"Tate & Lyle","Transocean","tatelyle","transocean","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1157","Forbes1213","0.0",,"IDBI Bank","Industrivarden","idbi","industrivarden","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_565","Forbes1593","0.0",,"SCA","Sumitomo Metal Mining","sca","sumitomometalmining","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_992","Forbes604","0.0",,"Shanghai International Port","Siam Cement","shanghaiport","siamcement","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_865","Forbes1159","0.0",,"Suning Appliance","Sika","suningappliance","sika","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1071","Forbes854","0.14285714285714285",,"China Oilfield Services","China Gezhouba","chinaoilfieldservices","chinagezhouba","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","dataworld_1071","Forbes852","0.16",,"China Oilfield Services","China Steel","chinaoilfieldservices","chinasteel","0.16","0.16"
"LinearCombinationMatchingRule","dataworld_516","Forbes162","0.1111111111111111",,"Vivendi","VINCI","vivendi","vinci","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","dataworld_623","Forbes271","0.0",,"HollyFrontier","HP","hollyfrontier","hp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_357","Forbes1258","0.0",,"Baxter International","Bombardier","baxter","bombardier","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1695","Forbes112","0.0",,"Suruga Bank","Société Générale","suruga","sociétégénérale","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_357","Forbes1257","0.0",,"Baxter International","Brenntag","baxter","brenntag","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1801","Forbes880","0.0",,"Transurban Group","Taisei","transurban","taisei","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1423","Forbes234","0.038461538461538464",,"Brown-Forman","Bristol-Myers Squibb","brownforman","bristolmyerssquibb","0.038461538461538464","0.038461538461538464"
"LinearCombinationMatchingRule","dataworld_1291","Forbes587","0.0",,"Amphenol","Atlantia","amphenol","atlantia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_465","Forbes837","0.0",,"Tatneft","TD Ameritrade Holding","tatneft","tdameritrade","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1759","Forbes579","0.0",,"American Equity Investment","Altice","americanequityinvestment","altice","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1060","Forbes974","0.0",,"Coventry Health Care","CBRE Group","coventryhealthcare","cbre","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_597","Forbes1493","0.03333333333333333",,"Chunghwa Telecom","China Longyuan Power","chunghwatelecom","chinalongyuanpower","0.03333333333333333","0.03333333333333333"
"LinearCombinationMatchingRule","dataworld_846","Forbes359","0.0",,"Banco Popular Español","BP","bancopopularespañol","bp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1107","Forbes539","0.04",,"Saudi Arabian Fertilizers","Sasol","saudiarabianfertilizers","sasol","0.04","0.04"
"LinearCombinationMatchingRule","dataworld_115","Forbes1766","0.0",,"Schlumberger","Shanghai Fosun Pharmaceutical (group)","schlumberger","shanghaifosun","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_176","Forbes1197","0.0",,"Posco","Pentair","posco","pentair","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_722","Forbes613","0.0",,"Biogen Idec","Banco de Sabadell","biogenidec","bancodesabadell","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1686","Forbes384","0.0",,"Meiji Holdings","Mitsui Fudosan","meiji","mitsuifudosan","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_50","Forbes929","0.0",,"Siemens","Salesforce.com","siemens","salesforcecom","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_344","Forbes209","0.0",,"Cardinal Health","Cigna","cardinalhealth","cigna","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_140","Forbes897","0.0",,"Société Générale","Suning Appliance","sociétégénérale","suningappliance","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_953","Forbes469","0.0",,"Comerica","CLP Holdings","comerica","clp","0.0","0.0"
